id,title,price,description,location_id,old_state_id,old_municipality_id,street,geo_long,geo_lat,rooms,bathrooms,parking,area,antiquity_year,stories,construction_area,belongs_to,published,archived,deleted_at,created_at,updated_at,show_zip_code,show_address,show_latitude_longitude,show_email,show_phone,show_mobile,show_whatsapp,short_description,custom_floor,pet_friendly,green_tech,zone_type,corner,api_registered,priority,active,postal,zone,space,working_space,ref,type,street_type,temporal_use,floor,remodeling,use,currency,price_unit,external_ref,area_unit,space_unit,construction_date_milestones,ap_order_priority,crm_perk_granted,crm_imported_property,video_url,maintenance_price,tour_url,state_id,municipality_id,postal_code_id,locality_id,has_exclusivity
1184105,0,3982000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1190540,0,2997000,0,,19,39,Manuel M. Ponce 225,25.6879031,-100.3630887,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Manuel M. Ponce # 225 Col. Fraccionamiento Colinas de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Colinas de San Jerónimo,455.38,287.53,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1196757,0,1897000,0,,19,39,Pedregal de San Jerónimo 220,25.6897416,-100.3701748,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Pedregal de San Jerónimo # 220 Col. Fraccionamiento Rincón de San Jerónimo, Monterrey, Nuevo León C.P. 64637",,0,0,0,0,0,0,0,64637,Fraccionamiento Rincón de San Jerónimo,135.25,179,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64637,64637,0
1213638,0,4457000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1241372,0,4616000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1282047,0,4774000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1282030,0,3387000,0,,19,39,VALLADOLID 113,25.6884046,-100.3763442,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"VALLADOLID # 113 Col. FRACCIONAMIENTO RINCON DE SAN JERONIMO, Monterrey, Nuevo León C.P. 64637",,0,0,0,0,0,0,0,64637,FRACCIONAMIENTO RINCON DE SAN JERONIMO,220.37,301,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64637,64637,0
1292978,0,3203000,0,,19,39,Pablo Moncayo 220,25.6815605,-100.3577737,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Pablo Moncayo # 220 Col. Fraccionamiento Colinas de San Jerónimo, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo,179.77,311,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1310290,0,5091000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1318456,0,4508000,0,,19,39,Manuel de Falla 117,25.695175,-100.3750146,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Manuel de Falla # 117 Col. Fraccionamiento Colinas de San Jerónimo, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo,218.7,408.78,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1326857,0,5091000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1336986,0,5250000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1341522,0,3965000,0,,19,39,Cartagena 124,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Cartagena # 124 Col. Fraccionamiento Real de San Jeronimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Real de San Jeronimo,245,485.62,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1360141,0,5902000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Real de San José # 129 Col. Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1362060,0,3016000,0,,19,39,William Backer 364,25.6915996,-100.3736204,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"William Backer # 364 Col. Fraccionamiento Colinas de San Jerónimo Séptimo Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo Séptimo Sector,209,232,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1368611,0,5151000,0,,19,39,Privada San José Sur 314,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Privada San José Sur # 314 Fraccionamiento Hacienda de San Jerónimo, Monterrey, Nuevo León C.P. 64640",,0,0,0,0,0,0,0,64640,Fraccionamiento Hacienda de San Jerónimo,250,412.73,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64640,64640,0
1370010,0,2856000,0,,19,39,Camino de las Águilas 903 - 6 B,25.6860322,-100.3777644,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Camino de las Águilas # 903 Int. 6 B Fraccionamiento Colonial San Jerónimo Nivel 7 Condominio Vertika Edificio 903, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Colonial San Jerónimo,68.88,135.99,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1386110,0,2801000,0,,19,39,Anillo Periférico 1831 - 10,25.74281,-100.3224044,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Anillo Periférico # 1831 Int. 10 Colonia Hacienda San Jerónimo Nivel 5 Edificio 903, Monterrey, Nuevo León C.P. 64637",,0,0,0,0,0,0,0,64637,Hacienda San Jerónimo,60.75,151.4,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64637,64637,0
1376661,0,2994000,0,,19,39,Camino de las Águilas 903 - 7 B,25.6860322,-100.3777644,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Camino de las Águilas # 903 Int. 7 B Fraccionamiento Colonial San Jerónimo Nivel 7 Condominio Vertika Edificio 903, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Colonial San Jerónimo,136.54,141.24,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1391466,0,6108000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Real de San José # 129 Fraccionamiento Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1411157,0,2025000,0,,19,39,Dr. Juan de Dios Treviño 9 - 11,25.6756902,-100.3539524,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Dr. Juan de Dios Treviño # 9 Int. 11 Colonia San Jerónimo Nivel 3 Condominio Torre 1 Sur Edificio Torre 1 Sur, Monterrey, Nuevo León C.P. 64640",,0,0,0,0,0,0,0,64640,San Jerónimo,43.16,81.34,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64640,64640,0
1414523,0,2609000,0,,19,39,Privada Villas de San Jerónimo 106 - Dep-2,25.6936303,-100.3770147,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Privada Villas de San Jerónimo # 106 Int. Dep-2 Colonia Villas de San Jerónimo Condominio Torres Capellanías, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Villas de San Jerónimo,70.71,176.25,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1419771,0,2237000,0,,19,39,Dr. Juan de Dios Treviño 9 - 46,25.6756902,-100.3539524,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Dr. Juan de Dios Treviño # 9 Int. 46 Colonia San Jerónimo Nivel 12 Edificio Torre 1 Sur, Monterrey, Nuevo León C.P. 64639",,0,0,0,0,0,0,0,64639,San Jerónimo,43.16,81.34,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64639,64639,0
1415384,0,3511000,0,,19,39,Pablo Moncayo 251,25.6815605,-100.3577737,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Pablo Moncayo # 251 Fraccionamiento Colinas de San Jerónimo, Onceavo Sector, Monterrey, Nuevo León C.P. 64633",,0,0,0,0,0,0,0,64633,"Fraccionamiento Colinas de San Jerónimo, Onceavo Sector",203.22,365.7,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64633,64633,0
1424560,0,2000000,0,,19,39,Boulevard Puerta Del Sol 668 - 6 C,25.6887152,-100.3666735,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Boulevard Puerta Del Sol # 668 Int. 6 C Fraccionamiento Colinas de San Jerónimo Nivel 6 Edificio Torre Villa Sol, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo,38.57,127.44,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1426014,0,3800000,0,,19,39,Enrique Granados 400 - 18-A,25.6884928,-100.3620768,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Enrique Granados # 400 Int. 18-A Colonia Colinas de San Jerónimo Condominio Las Terrazzaz, del Régimen en Condominio denominado Colinas Diamante, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Colinas de San Jerónimo,185.99,372.59,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1445626,0,6267000,0,,19,39,Real de San José 129,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Real de San José # 129 Fraccionamiento Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Real de San Jerónimo,445.54,500.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1462067,0,2899000,0,,19,39,Juan de Dios Treviño 131 - 1402,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Juan de Dios Treviño # 131 Int. 1402 Colonia San Jerónimo Nivel 14, Monterrey, Nuevo León C.P. 64640",,0,0,0,0,0,0,0,64640,San Jerónimo,50.35,139.04,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64640,64640,0
1482690,0,4742000,0,,19,39,Honorato de Balzac 155,25.6916056,-100.3673482,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Honorato de Balzac # 155 Fraccionamiento Colinas de San Jerónimo, Segundo Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,"Fraccionamiento Colinas de San Jerónimo, Segundo Sector",397.62,322.69,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1491050,0,3910000,0,,19,39,Sevilla 111,25.6451498,-100.2878849,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Sevilla # 111 Fraccionamiento Rincón de San Jerónimo, Monterrey, Nuevo León C.P. 64637",,0,0,0,0,0,0,0,64637,Fraccionamiento Rincón de San Jerónimo,220,294,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64637,64637,0
1504989,0,4528000,0,,19,39,J. Milton 140,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle J. Milton # 140 Fraccionamiento Colinas de San Jerónimo, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo,556.69,287,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1522594,0,3245000,0,,19,39,Anatole France 1269,25.6926931,-100.3720968,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Anatole France # 1269 Fraccionamiento Colinas de San Jerónimo, Sexto Sector, Monterrey, Nuevo León C.P. 64640",,0,0,0,0,0,0,0,64640,"Fraccionamiento Colinas de San Jerónimo, Sexto Sector",220.5,261,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64640,64640,0
1530506,0,3002000,0,,19,39,Privada Villa de San Jerónimo 126 - 6,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Privada Villa de San Jerónimo # 126 Int. 6 Fraccionamiento Villas de San Jerónimo Nivel 3 Condominio La Recoleta, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Villas de San Jerónimo,77.34,148.18,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1521399,0,1504000,0,,19,39,Juan de Dios Treviño 205 - 3,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Juan de Dios Treviño # 205 Int. 3 Colonia San Jerónimo Nivel 5 Condominio TORRE MURANO, Monterrey, Nuevo León C.P. 64640",,0,0,0,0,0,0,0,64640,San Jerónimo,16.14,47.33,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64640,64640,0
1560299,0,5257000,0,,19,39,Cartagena 124,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Cartagena # 124 Fraccionamiento Real de San Jerónimo, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Real de San Jerónimo,245,485.62,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1595178,0,3003000,0,,19,39,Carlos Pereyra 1224,25.6932919,-100.3728801,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Carlos Pereyra # 1224 Fraccionamiento Colinas de San Jerónimo, Noveno Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,"Fraccionamiento Colinas de San Jerónimo, Noveno Sector",210,213.5,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1610932,0,4744000,0,,19,39,Honorato de Balzac 155,25.6916056,-100.3673482,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Honorato de Balzac # 155 Fraccionamiento Colinas de San Jerónimo, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo,397.62,322.69,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1614350,0,1682000,0,,19,39,Camino de las Gaviotas 0,25.6855367,-100.3767398,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Camino de las Gaviotas # 0 Fraccionamiento Colonial de San Jeronimo 3 Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colonial de San Jeronimo 3 Sector,197.84,197.84,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1621266,0,4554000,0,,19,39,F. Mendelsshon 0,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle F. Mendelsshon # 0 Fraccionamiento Colinas de San Jerónimo, octavo sector, Monterrey, Nuevo León C.P. 64633",,0,0,0,0,0,0,0,64633,"Fraccionamiento Colinas de San Jerónimo, octavo sector",303.6,303.6,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64633,64633,0
1620337,0,4344000,0,,19,39,Carlos Pereyra 1251,25.6932919,-100.3728801,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Carlos Pereyra # 1251 Fraccionamiento Colinas de San Jeronimo, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jeronimo,461.85,365,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1630756,0,1800000,0,,19,39,Mario Talavera 212,25.6825134,-100.3598479,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Mario Talavera # 212 Fraccionamiento Colinas de San Jerónimo, Onceavo Sector, Monterrey, Nuevo León C.P. 64633",,0,0,0,0,0,0,0,64633,"Fraccionamiento Colinas de San Jerónimo, Onceavo Sector",120,150.42,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64633,64633,0
1641165,0,2201000,0,,19,39,Luis Spota 1557 (catastralmente 557),N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Luis Spota # 1557 (catastralmente 557) Fraccionamiento Jardines de San Jerónimo, Primer Sector, Monterrey, Nuevo León C.P. 64632",,0,0,0,0,0,0,0,64632,"Fraccionamiento Jardines de San Jerónimo, Primer Sector",157.46,162.3,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64632,64632,0
1642612,0,5530000,0,,19,39,Moliere 152,25.6871627,-100.3662451,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Moliere # 152 Fraccionamiento Colinas de San Jerónimo, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo,398.32,464,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1644159,0,4600000,0,,19,39,Camino de las Gaviotas 906,25.6855367,-100.3767398,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Camino de las Gaviotas # 906 Fraccionamiento Colonial de San Jerónimo, Tercer Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,"Fraccionamiento Colonial de San Jerónimo, Tercer Sector",194.8,349,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1648164,0,3098000,0,,19,39,Camino de las Águilas 903 - 3 B,25.6860322,-100.3777644,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Camino de las Águilas # 903 Int. 3 B Fraccionamiento Colonial San Jerónimo Nivel 3 Condominio Vertika Edificio 903, Monterrey, Nuevo León C.P. 64634",,0,0,0,0,0,0,0,64634,Fraccionamiento Colonial San Jerónimo,68.88,135.99,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64634,64634,0
1657210,0,4472000,0,,19,39,Hans A. Andersen (catastralmente H C Andersen) 0 s/n,N/A,N/A,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Hans A. Andersen (catastralmente H C Andersen) # 0 s/n Fraccionamiento Colinas de San Jerónimo, Segundo Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,"Fraccionamiento Colinas de San Jerónimo, Segundo Sector",470.7,470.7,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1659757,0,4773000,0,,19,39,Carlos Pereyra 1236,25.6932919,-100.3728801,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Carlos Pereyra # 1236 Fraccionamiento Colinas de San Jerónimo Noveno Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo Noveno Sector,210,369.97,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1658453,0,6007000,0,,19,39,Anillo Periférico 1637 - PH 3,25.6791214,-100.3694374,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Anillo Periférico # 1637 Int. PH 3 Colonia Rincon de San Jerónimo Nivel 15 Edificio HOME, Monterrey, Nuevo León C.P. 64637",,0,0,0,0,0,0,0,64637,Rincon de San Jerónimo,173.24,439.12,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64637,64637,0
1659610,0,4795000,0,,19,39,Avenida Anillo Periférico 1637 - 503,25.74281,-100.3224044,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Avenida Anillo Periférico # 1637 Int. 503 Fraccionamiento Rincón de San Jerónimo Nivel 5 Condominio HOME Edificio HOME, Monterrey, Nuevo León C.P. 64637",,0,0,0,0,0,0,0,64637,Fraccionamiento Rincón de San Jerónimo,78.5,198.98,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64637,64637,0
1669275,0,2837000,0,,19,39,Maurice Ravel 238,25.683155,-100.3612087,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Maurice Ravel # 238 Fraccionamiento Colinas de San Jerónimo 11° Sector, Monterrey, Nuevo León C.P. 64630",,0,0,0,0,0,0,0,64630,Fraccionamiento Colinas de San Jerónimo 11° Sector,180,272,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64630,64630,0
1675108,0,1795000,0,,19,39,Camino de las Gaviotas 0 s/n,25.6823701,-100.373719,0,0,0,0,0,0,0,0,,0,0,2022-06-22 13:07:27,2022-06-22 13:07:27,0,0,0,0,0,0,0,"Calle Camino de las Gaviotas # 0 s/n Fraccionamiento Riberas de San Jerónimo Primera Etapa, Monterrey, Nuevo León C.P. 64637",,0,0,0,0,0,0,0,64637,Fraccionamiento Riberas de San Jerónimo Primera Etapa,224.42,224.42,0,0,0,0,0,0,0,mxn,0,0,m2,m2,,0,0,0,0,0,0,19,948,64637,64637,0
